# y+ ()       
# Time        	patch         	min           	max           	average       
0.00505873    	walls	1.543570e-01	3.485658e+01	1.004012e+01
0.00505873    	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.00505873    	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.00505873    	propellerTip	3.828344e+00	1.251210e+02	2.291183e+01
0.00519143    	walls	7.837695e-02	3.523690e+01	1.015178e+01
0.00519143    	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.00519143    	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.00519143    	propellerTip	3.860113e+00	1.218508e+02	2.277203e+01
0.00532436    	walls	1.486134e-01	3.560453e+01	1.026254e+01
0.00532436    	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.00532436    	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.00532436    	propellerTip	3.890631e+00	1.183530e+02	2.258730e+01
0.00545746    	walls	1.964596e-01	3.595941e+01	1.037282e+01
0.00545746    	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.00545746    	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.00545746    	propellerTip	3.867156e+00	1.145471e+02	2.235882e+01
0.00559068    	walls	9.930799e-02	3.630238e+01	1.048274e+01
0.00559068    	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.00559068    	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.00559068    	propellerTip	3.836683e+00	1.104053e+02	2.208954e+01
0.00572395    	walls	4.316282e-02	3.663448e+01	1.059156e+01
0.00572395    	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.00572395    	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.00572395    	propellerTip	3.800254e+00	1.058957e+02	2.178354e+01
0.00585722    	walls	9.158902e-03	3.695614e+01	1.069880e+01
0.00585722    	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.00585722    	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.00585722    	propellerTip	3.756296e+00	1.044769e+02	2.145576e+01
0.00599047    	walls	3.530143e-01	3.726087e+01	1.080529e+01
0.00599047    	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.00599047    	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.00599047    	propellerTip	3.706958e+00	1.040850e+02	2.112028e+01
0.00612361    	walls	2.063683e-01	3.758900e+01	1.091039e+01
0.00612361    	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.00612361    	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.00612361    	propellerTip	3.660996e+00	1.036682e+02	2.078882e+01
